,DK2_scaled
645,0.001357663068148192
646,0.001234553528601387
647,0.0011100607358012474
648,0.001038131566627833
649,0.0009924842092677818
650,0.0009731186637210933
651,0.0009828014364944375
652,0.0009952507157744515
653,0.0010595719920545239
654,0.001248386061134736
655,0.0014441163964816226
656,0.001513279059148367
657,0.001549243643735074
658,0.0015589264165084182
659,0.0015651510561484252
660,0.0015464771372284043
661,0.0015450938839750693
662,0.001524345085175046
663,0.0015015214064950204
664,0.001543019004095067
665,0.0016903354755752325
666,0.0016744280631618813
667,0.0015547766567484136
668,0.0014358168769616133
669,0.0013369142693481688
670,0.0012380116617347243
671,0.0011259681482145986
672,0.001036748313374498
673,0.0009973255956544538
674,0.0009779600501077655
675,0.000995942342401119
676,0.0010056251151744633
677,0.0010775542843478774
678,0.0012497693143880709
679,0.001463481942028311
680,0.0015319529780683878
681,0.001585208228321781
682,0.0016253225726684927
683,0.0016142565466418137
684,0.001605265400495137
685,0.0016073402803751394
686,0.0016024988939884672
687,0.0015547766567484136
688,0.0015879747348284507
689,0.0017373660861886187
690,0.0016765029430418836
691,0.0015810584685617764
692,0.001480772607694997
693,0.0013777202403215478
694,0.0012566855806547452
695,0.0011418755606279495
696,0.0010616468719345262
697,0.0010194576477078122
698,0.001008391621681133
699,0.0009973255956544538
700,0.001020840900961147
701,0.001087928683747889
702,0.001274667872948099
703,0.001480772607694997
704,0.001543019004095067
705,0.0015582347898817509
706,0.001621172812908488
707,0.0016087235336284741
708,0.0015969658809751278
709,0.0015679175626550949
710,0.0015540850301217462
711,0.0015257283384283809
712,0.0015693008159084298
713,0.0017193837938952652
714,0.0016716615566552116
715,0.0015672259360284275
716,0.0014579489290149714
717,0.0013742621071882106
718,0.0012463111812547336
719,0.0011280430280946009
720,0.0010471227127745097
721,0.0010028586086677936
722,0.0009807265566144352
723,0.0009904093293877795
724,0.0009931758358944491
725,0.0010630301251878611
726,0.0012511525676414056
727,0.001463481942028311
728,0.001511895805895032
729,0.0015437106307217346
730,0.001550626896988409
731,0.0015381776177083948
732,0.001511895805895032
733,0.001475931221308325
734,0.0014275173574416038
735,0.0014102266917749178
736,0.001462098688774976
737,0.0015921244945884554
738,0.0015741422022951018
739,0.001480772607694997
740,0.0013818700000815527
741,0.0012919585386147849
742,0.00119582243750801
743,0.0011232016417079287
744,0.001049197592654512
745,0.000995942342401119
746,0.0009703521572144236
747,0.0009606693844410794
748,0.0009641275175744167
749,0.0009855679430011072
750,0.0010256822873478191
751,0.0011038360961612402
752,0.0012068884635346893
753,0.0013037161912681314
754,0.0013631960811615316
755,0.0013929360261082317
756,0.0013804867468282178
757,0.0013417556557348408
758,0.0013161654705481454
759,0.0013210068569348174
760,0.001402618798881576
761,0.0015423273774683997
762,0.001514662312401702
763,0.0014053853053882456
764,0.0013044078178947988
765,0.0012172628629347011
766,0.0011384174274946125
767,0.001064413378441196
768,0.0009994004755344561
769,0.0009433787187743932
770,0.0009157136537076956
771,0.0009067225075610188
772,0.0009060308809343513
773,0.0009122555205743583
774,0.00095236986492107
775,0.0010153078879478075
776,0.0010906951902545587
777,0.0011584745996679681
778,0.0011833731582279962
779,0.0011875229179880008
780,0.0011833731582279962
781,0.0011833731582279962
782,0.0011667741191879776
783,0.0011695406256946475
784,0.0012214126226947058
785,0.0014268257308149364
786,0.001457257302388304
787,0.0013728788539348758
788,0.0012684432333080918
789,0.0011937475576280078
790,0.0010948449500145633
791,0.0010028586086677936
792,0.0009413038388943909
793,0.0008963481081610071
794,0.0008804406957476559
795,0.0008887402152676652
796,0.0009115638939476909
797,0.0009911009560144468
798,0.00116884899906798
799,0.001359046321401527
800,0.0014067685586415806
801,0.0014254424775616014
802,0.0014531075426282994
803,0.0014468829029882925
804,0.0014441163964816226
805,0.0014482661562416272
806,0.0014192178379215945
807,0.001401235545628241
808,0.001433741997081611
809,0.0016045737738684695
810,0.0015769087088017717
811,0.0014842307408283342
812,0.0013666542142948689
813,0.0012642934735480871
814,0.0011460253203879542
815,0.0010325985536144935
816,0.000966202397454419
817,0.0009053392543076838
818,0.0008928899750276698
819,0.0008970397347876745
820,0.0009212466667210351
821,0.001002166982041126
822,0.0011819899049746614
823,0.001383944879961555
824,0.001424750850934934
825,0.0014461912763616249
826,0.0014648651952816458
827,0.0014544907958816342
828,0.0014454996497349575
829,0.0014413498899749529
830,0.0014233675976815991
831,0.0014060769320149132
832,0.0014392750100949505
833,0.001591432867961788
834,0.0015478603904817393
835,0.0014641735686549784
836,0.001359046321401527
837,0.0012601437137880825
838,0.0011404923073746148
839,0.0010180743944544772
840,0.0009406122122677235
841,0.0008991146146676768
842,0.0008928899750276698
843,0.000910180640694356
844,0.0009357708258810514
845,0.0009911009560144468
846,0.0011743820120813195
847,0.0013694207208015386
848,0.0014199094645482619
849,0.0014289006106949387
850,0.0014316671172016084
851,0.001429592237321606
852,0.0014109183184015852
853,0.0013929360261082317
854,0.001359046321401527
855,0.0013382975226015037
856,0.0013728788539348758
857,0.001543019004095067
858,0.001545785510601737
859,0.0014413498899749529
860,0.001340372402481506
861,0.0012497693143880709
862,0.0011370341742412775
863,0.0010222241542144819
864,0.0009592861311877444
865,0.0009170969069610304
866,0.0009094890140676885
867,0.0009081057608143537
868,0.0009253964264810397
869,0.0010028586086677936
870,0.0011729987588279846
871,0.0014005439190015736
872,0.0014531075426282994
873,0.001468323328414983
874,0.0014814642343216643
875,0.0014676317017883157
876,0.0014835391142016667
877,0.0014703982082949854
878,0.0014275173574416038
879,0.0013867113864682247
880,0.001401235545628241
881,0.0015540850301217462
882,0.0015215785786683762
883,0.001433741997081611
884,0.0013355310160948338
885,0.0012366284084813894
886,0.0011183602553212566
887,0.0010284487938544888
888,0.0009613610110677469
889,0.0009247047998543722
890,0.0009115638939476909
891,0.000916405280334363
892,0.0009592861311877444
893,0.0010325985536144935
894,0.001202047077148017
895,0.0014150680781615898
896,0.0014786977278149946
897,0.0015160455656550366
898,0.0015347194845750575
899,0.0015347194845750575
900,0.0014849223674550016
901,0.0014579489290149714
902,0.0014067685586415806
903,0.0013818700000815527
904,0.001463481942028311
905,0.0015796752153084414
906,0.0015533934034950786
907,0.001435125250334946
908,0.0013161654705481454
909,0.0012414697948680616
910,0.0011591662262946357
911,0.001075479404467875
912,0.0009966339690277864
913,0.0009406122122677235
914,0.0009122555205743583
915,0.0009136387738276933
916,0.0009184801602143653
917,0.0009496033584144002
918,0.000978651676734433
919,0.0010332901802411608
920,0.0011079858559212448
921,0.0011937475576280078
922,0.0012760511262014337
923,0.0012815841392147733
924,0.001259452087161415
925,0.0012573772072814126
926,0.0012456195546280662
927,0.001247002807881401
928,0.0012919585386147849
929,0.0014365085035882809
930,0.0014372001302149482
931,0.0013389891492281711
932,0.001254610700774743
933,0.00119582243750801
934,0.0011045277227879075
935,0.001020840900961147
936,0.0009537531181744049
937,0.0009150220270810281
938,0.0008880485886409978
939,0.0008818239490009909
940,0.000872832802854314
941,0.0008790574424943211
942,0.0009330043193743816
943,0.0009807265566144352
944,0.0010699463914545355
945,0.0011854480381079985
946,0.0012449279280013987
947,0.0012559939540280778
948,0.0012428530481213963
949,0.0012241791292013754
950,0.001197205690761345
951,0.0011826815316013288
952,0.0012200293694413708
953,0.0014081518118949155
954,0.0014468829029882925
955,0.001370112347428206
956,0.001273284619694764
957,0.0012193377428147034
958,0.001137725800867945
959,0.0010388231932545004
960,0.0009537531181744049
961,0.0009129471472010258
962,0.0008818239490009909
963,0.000866608163214307
964,0.000872832802854314
965,0.000946145225281063
966,0.001098994709774568
967,0.0012829673924681082
968,0.001356279814894857
969,0.0013797951202015504
970,0.0013908611462282294
971,0.0013818700000815527
972,0.0013625044545348642
973,0.0013459054154948454
974,0.001314090590668143
975,0.0012802008859614385
976,0.0012912669119881175
977,0.0014579489290149714
978,0.0014475745296149598
979,0.0013742621071882106
980,0.001271901366441429
981,0.001218646116188036
982,0.0011308095346012706
983,0.0010436645796411724
984,0.0009724270370944259
985,0.0009184801602143653
986,0.000897731361414342
987,0.0009074141341876862
988,0.0009288545596143769
989,0.0009848763163744399
990,0.0011418755606279495
991,0.0013265398699481572
992,0.0014102266917749178
993,0.0014448080231082901
994,0.0014925302603483437
995,0.0014980632733616831
996,0.0014925302603483437
997,0.0014966800201083484
998,0.0014703982082949854
999,0.0014454996497349575
1000,0.0014607154355216411
1001,0.001590049614708453
1002,0.0015720673224150995
1003,0.001480772607694997
1004,0.0013694207208015386
1005,0.001280892512588106
1006,0.0011854480381079985
1007,0.0010934616967612286
1008,0.0010332901802411608
1009,0.0009911009560144468
1010,0.0009565196246810746
1011,0.0009378457057610537
1012,0.0009565196246810746
1013,0.0010236074074678168
1014,0.0011833731582279962
1015,0.001346597042121513
1016,0.0014219843444282642
1017,0.001466940075161648
1018,0.0014904553804683414
1019,0.0014904553804683414
1020,0.0014738563414283226
1021,0.0014641735686549784
1022,0.0014150680781615898
1023,0.001391552772854897
1024,0.0013749537338148782
1025,0.0015236534585483786
1026,0.0015672259360284275
1027,0.0014766228479349923
1028,0.001383944879961555
1029,0.001312707337414808
1030,0.0012331702753480523
1031,0.0011460253203879542
1032,0.0010886203103745563
1033,0.0010436645796411724
1034,0.0010090832483078006
1035,0.0010173827678278098
1036,0.0010450478328945074
1037,0.0011093691091745798
1038,0.0012553023274014103
1039,0.0014316671172016084
1040,0.0014842307408283342
1041,0.0015250367118017135
1042,0.001514662312401702
1043,0.0014531075426282994
1044,0.001451032662748297
1045,0.0014136848249082549
1046,0.0013749537338148782
1047,0.001315473843921478
1048,0.0013085575776548035
1049,0.0014461912763616249
1050,0.0014766228479349923
1051,0.00138532813321489
1052,0.0012919585386147849
1053,0.0012027387037746847
1054,0.0011010695896545703
1055,0.0010000921021611237
1056,0.0009323126927477141
1057,0.0009018811211743466
1058,0.0008859737087609955
1059,0.000885282082134328
1060,0.0009032643744276814
1061,0.0009579028779344096
1062,0.0011072942292945772
1063,0.0012698264865614265
1064,0.0013445221622415107
1065,0.0013880946397215597
1066,0.0014088434385215829
1067,0.0013929360261082317
1068,0.0013749537338148782
1069,0.00132031523030815
1070,0.0012995664315081268
1071,0.001248386061134736
1072,0.0012905752853614502
1073,0.0014468829029882925
1074,0.0014579489290149714
1075,0.001357663068148192
1076,0.0012539190741480755
1077,0.0011819899049746614
1078,0.0011494834535212915
1079,0.0010858538038678867
1080,0.0010270655406011539
1081,0.0009814181832411026
1082,0.0009426870921477259
1083,0.0009468368519077305
1084,0.0009482201051610653
1085,0.0009613610110677469
1086,0.0010194576477078122
1087,0.0010713296447078704
1088,0.001153633213281296
1089,0.0012490776877614033
1090,0.0012912669119881175
1091,0.0012954166717481222
1092,0.0012843506457214432
1093,0.0012608353404147499
1094,0.001243544674748064
1095,0.0012366284084813894
1096,0.0012739762463214314
1097,0.0013936276527348993
1098,0.001435125250334946
1099,0.001346597042121513
1100,0.0012615269670414172
1101,0.0012013554505213497
1102,0.0011308095346012706
1103,0.0010595719920545239
1104,0.0009966339690277864
1105,0.0009475284785343979
1106,0.0009309294394943792
1107,0.0009330043193743816
1108,0.0009191717868410327
1109,0.0009191717868410327
1110,0.000977268423481098
1111,0.001031906926987826
1112,0.0011149021221879194
1113,0.0011868312913613335
1114,0.0012387032883613917
1115,0.001259452087161415
1116,0.0012566855806547452
1117,0.0012428530481213963
1118,0.0012463111812547336
1119,0.0012290205155880477
1120,0.0012684432333080918
1121,0.0014316671172016084
1122,0.0014551824225083017
1123,0.0013777202403215478
1124,0.0012753594995747663
1125,0.0011951308108813427
1126,0.001117668628694589
1127,0.0010111581281878029
1128,0.0009482201051610653
1129,0.0009032643744276814
1130,0.0008832072022543257
1131,0.0008873569620143303
1132,0.0009233215466010374
1133,0.000989717702761112
1134,0.00116884899906798
1135,0.0013210068569348174
1136,0.0013507468018815177
1137,0.0013867113864682247
1138,0.001407460185268248
1139,0.001391552772854897
1140,0.0013777202403215478
1141,0.0013597379480281943
1142,0.0013306896297081618
1143,0.0012802008859614385
1144,0.0012836590190947756
1145,0.001429592237321606
1146,0.0014904553804683414
1147,0.001397777412494904
1148,0.0012995664315081268
1149,0.0012103465966680266
1150,0.0010969198298945656
1151,0.0009876428228811098
1152,0.0009184801602143653
1153,0.0008790574424943211
1154,0.0008624584034543024
1155,0.0008624584034543024
1156,0.0008797490691209885
1157,0.0009544447448010723
1158,0.0011335760411079403
1159,0.0013161654705481454
1160,0.0013860197598415573
1161,0.0014095350651482502
1162,0.0014240592243082665
1163,0.0014199094645482619
1164,0.0013880946397215597
1165,0.0013818700000815527
1166,0.0013569714415215246
1167,0.001318931977054815
